id,link,cooktime,calories,servingsize,carbs,fats,proteines,description,directions,insertdate,image
4b4cbe57-bbf9-48eb-8146-1af6b5fc54bc,https://myfridgefood.com/recipes/pasta-and-pizza/more-garlic-noodles/,10.0,399.0,4.0,32.0,25.0,11.0,,"directions                          Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente. Drain, then return to pot. Heat oil in a large heavy skillet over medium heat. Saute garlic for 5 minutes. Remove garlic slices, and discard. Pour oil over pasta in pot, and toss to evenly coat. Sprinkle 3/4 of the Parmesan cheese onto pasta, and stir until evenly distributed. Transfer to serving dish. Sprinkle with remaining Parmesan and parsley",2024-08-22,http://myfridgefood.com/media/7127/emptyplate-001.jpg
4b602cbc-8cc9-41ef-a4f2-d53cd238f5bd,https://myfridgefood.com/recipes/entree-chicken/pollo-fajitas/,20.0,156.0,16.0,12.0,7.0,12.0,,"directions                          In a medium bowl combine lime juice, mustard, jalapeno and garlic; whisk in olive oil. Add chicken; cover and marinate in fridge 30 minutes to 2 hours. In a medium bowl, combine jalapenos, garlic, onion, tomato, salt and cilantro. Grill or broil chicken 4 to 6 inches from heat 6 to 8 minutes, turning once. Keep warm. Wrap torillas in foil; place in 400 degree F oven for 5 minutes until warmed through. Slice chicken lengthwise into 1/4 inch thick slices; place on warmed tortillas, top with pica de gallo, shredded iceberg lettuce and guacamole, if desired. Fold up bottom edge; fold in sides. Serves: 8",2024-08-22,http://myfridgefood.com/media/7127/emptyplate-001.jpg
4b785840-1184-4fe8-9504-5f570b721c49,https://myfridgefood.com/recipes/sandwiches-burgers/philly-sloppy-joe/,30.0,498.0,4.0,19.0,25.0,48.0,,"directions                          Step 1: Heat olive oil in a large skillet over medium-high heat. Add ground beef and cook while breaking the ground beef up into chunks with a spatula or spoon until browned. Add the green bell pepper and onion and cook for 3-4 minutes, until the onions start to become tender. Drain an excess liquid. Stir in steak sauce and beef broth, season with salt and pepper. Bring to a boil and cook until the mixture is thickened and bubbly. Step 2: While the meat is cooking, split the hamburger buns and butter each of the cut sides. Heat a large skillet to medium heat. Place split hamburger buns cut side down into the skillet and cook until lightly browned on the bottom. Remove from the pan and set aside. Step 3: melt butter in a medium skillet over medium-high heat. Stir in flour and cook for 1 minute. Whisk in milk and cook until the mixture is thickened and bubbly. Remove from heat and stir in the cheese until it is melted and incorporated into the sauce. Step 4: To assemble sloppy joes- pile the meat mixture onto the top of the bottom half of each bun, top with the provolone cheese sauce, and place the top half of the hamburger bun onto the sandwich. more at blogchef.net",2024-08-22,http://myfridgefood.com/Media/Recipe/13503268960001-006.jpg
4b7c3a33-389c-4602-8786-4298113a3211,https://myfridgefood.com/recipes/drinks/home-made-baileys/,5.0,122.0,16.0,8.0,3.0,3.0,,"directions                          1Whip eggs in blender; add milk and vanilla.  2Liquify coffee with whiskey, then blend all ingredients.",2024-08-22,http://myfridgefood.com/media/7127/emptyplate-001.jpg
4badc3dd-70e9-4a1d-a07e-6bf455f86b3b,https://myfridgefood.com/recipes/dips-and-sauces/best-gravy/,30.0,105.0,7.0,8.0,7.0,2.0,,"directions                          1.Strain the pan drippings into a fat separator or large measuring cup. Let stand for 10 minutes. Skim and discard the fat from the surface.  2.Place the empty roasting pan over 2 burners over medium-high heat. Add the wine and cook for 2 minutes, stirring and scraping to dissolve any bits stuck to the pan. Remove from heat and pour into the cup with the pan juices.  3.Melt the butter in a large skillet over medium heat. Sprinkle with the flour and cook, stirring constantly, until golden brown, about 5 minutes. Still stirring, slowly add the broth, then the reserved pan juices. Bring to a boil, reduce heat, and simmer until thickened, about 10 minutes. Remove from heat and stir in 1 teaspoon salt and 1/2 teaspoon pepper.",2024-08-22,http://myfridgefood.com/Media/Recipe/1291523857savory-gravy_300.jpg
4bbec4dc-567d-4e44-9b1e-512a1193cd5d,https://myfridgefood.com/recipes/sandwiches-burgers/saygun-veggie-sanwich/,5.0,200.0,1.0,27.0,7.0,8.0,,"directions                          Basic Sandwich instructions - you can melt the chees if you want to :)",2024-08-22,http://myfridgefood.com/media/7127/emptyplate-001.jpg
4bc4da7b-4f4f-4317-9d25-70941809b1d7,https://myfridgefood.com/recipes/entree-chicken/cheesy-chicken-and-rice-casser/,30.0,515.0,4.0,96.0,3.0,26.0,,"directions                          Boil the rice until it is cooked all the way through. Drain excess water when finished. In a large saucepan, combine soup, chicken, and corn. Make sure corn is drained first. Cook over medium heat, stirring occasionally. Microwave broccoli according to directions on the package until it is fully cooked. Add broccoli and rice to saucepan, draining both first. Continue cooking until heated all the way through. Serve and sprinkle on cheddar cheese if desired. Enjoy!",2024-08-22,http://myfridgefood.com/media/7127/emptyplate-001.jpg
4bcef864-1f2d-4622-94ae-231709b6224f,https://myfridgefood.com/recipes/dips-and-sauces/leftover-jam-vinagrette/,10.0,60.0,10.0,2.2,5.7,0.6,,"directions   To the bottom of a almost-empty jam or jelly jar, add the other ingredients and shake to combine.   Chill in the refrigerator",2024-08-22,http://myfridgefood.com/media/7161/jamvinagrette.jpg
4bf5d775-46d8-49b3-81e5-941be1db2d38,https://myfridgefood.com/recipes/entree-seafood/tangy-fried-fish/,25.0,395.0,4.0,32.0,19.0,29.0,,"directions                          1 Coat Tilapia fillets in Dijon mustard.  2 Then dip in panko to coat.  3 Heat oil in skillet on med/high - I try to use as little as I can get away with.  4 Pan Fry fillets until golden brown on both sides.  5 Try to turn fillets only once since Tilapia is delicate and can fall apart.  6 Season with salt and pepper while still hot.",2024-08-22,http://myfridgefood.com/Media/Recipe/1266609698tang.jpg
4c32d8f2-0369-4f1f-bff6-fa9444f2372c,https://myfridgefood.com/recipes/soups/ne-clam-chowder-light/,50.0,180.0,6.0,20.0,9.0,8.0,,"directions                          1.In 4-quart saucepan, heat water to boiling on high. Add clams; heat to boiling. Reduce heat to medium-low; cover and simmer 10 minutes or until clams open, transferring clams to bowl as they open. Discard any unopened clams 2.Into 4-cup liquid measuring cup, strain clam broth through sieve lined with paper towel. Add water to broth to equal 2 1/2 cups total. 3.Rinse saucepan to remove any grit. In same saucepan, cook bacon on medium until browned. With slotted spoon, transfer bacon to paper towels to drain. To bacon fat in pan, add onion, carrot, and celery, and cook 9 to 10 minutes or until tender, stirring occasionally. 4.Meanwhile, remove clams from shells and coarsely chop. 5.Stir flour into vegetable mixture; cook 1 minute, stirring. Gradually stir in clam broth. Add potato; heat to boiling. Cover; simmer on low 12 minutes or until potato is tender, stirring occasionally. Stir in milk, clams, 1/8 teaspoon pepper, and bacon; heat through (do not boil). Sprinkle with chives to serve.",2024-08-22,http://myfridgefood.com/media/7127/emptyplate-001.jpg
4ca8d53a-b8f2-4544-8ee7-35f15cc5dec1,https://myfridgefood.com/recipes/salads-and-sides/vegan-sprout-potatoes/,40.0,162.0,4.0,32.0,3.0,5.0,,"directions   Preheat a large, heavy pan, preferably cast iron, over medium heat. SautÃƒÂ© the potatoes and sprouts in 1 teaspoon of the oil, using nonstick cooking spray as necessary. Cover the pan and cook for about 30 minutes, stirring occasionally, until the potatoes are tender and lightly browned. Add the onion, garlic, thyme, pepper, salt, and lemon zest. Drizzle with the remaining teaspoon of oil. Cook for another 15 minutes, stirring occasionally, until the onions are browned. Serve!  more at seriouseats.com",2024-08-22,http://myfridgefood.com/Media/Recipe/1333776605breaksand.jpg
4caaf607-7fcd-4727-aad8-f374960524b9,https://myfridgefood.com/recipes/dips-and-sauces/easy-spicy-queso/,20.0,460.0,2.0,15.0,39.0,18.2,,"directions     Melt the butter in a large saucepan.    Add the garlic and jalapeño and cook until softened, a minute or two.    Whisk in the cornstarch. Slowly pour in the milk, whisking constantly.    Bring to a boil and let cook until slightly thickened, then add in the cream cheese.    Cook, whisking constantly, until the cream cheese has melted and the sauce is smooth.    Slowly add in the cheddar cheese, stirring until melted.    Stir in the green chiles. Keep warm.",2024-08-22,http://myfridgefood.com/media/8643/greenchiliqueso.jpg
4caebd48-9900-49ee-ac60-fc3374c22078,https://myfridgefood.com/recipes/entree-beef/baked-frito-casserole/,20.0,505.0,5.0,70.4,12.8,39.0,,"directions     Lightly oil or spray a 12 inch dutch oven. (Crock Pot, or Baking Dish)   Brown beef, chopped onion and garlic over a full compliment of coals; drain.   Add the soup, corn and chilies; stir to mix well.   Season with salt and pepper to taste, if desired.   Cover with bag of corn chips.  Pour can of enchilada sauce evenly over chips.  Top with cheese.   Bake at 350 degrees for 15-20 minutes or until heated thoroughly and cheese has melted.    If using Crock Pot - LOW for 4 hours",2024-08-22,http://myfridgefood.com/media/7521/fritocasserole.jpg
4cb360b4-aa6b-4fd6-9f38-159b2cff2168,https://myfridgefood.com/recipes/salads-and-sides/southwest-stuffed-peppers/,35.0,377.0,8.0,48.0,13.0,20.0,,"directions                          Preheat oven to 350 degrees.  Bring a pot of water (about 4 quarts) to boil. Add the rice and boil for about 12-15 minutes, or until the rice is tender, then drain. (I find this method, cooking rice like pasta, is so much easier and always delivers perfect rice!)  Alternatively you can prepare the rice according to the package.  Meanwhile, in a large skillet over medium-high, heat the olive oil. Add the green onion whites and ground beef. Cook until the beef is no longer pink, about 3-5 minutes. Season with cumin, paprika, and cayenne red pepper. Stir in the rice, corn, green chilies, diced tomatoes, and 1/2 cup of cheese.  Add 1/2 cup of water to the bottom of a 9x13 baking dish, then arrange bell peppers, cut side up in the dish. Fill the peppers with the filling. Cover the dish tightly with foil. Bake for 30-40 minutes or until the bell peppers are tender. Uncover and add the remaining cheese. Bake for 5-8 more minutes or until the cheese is bubbly and turning golden brown.  While the peppers are baking, whisk together the sour cream, garlic, and lime juice. If the consistency is still too thick, add up to a tablespoon of water if it needs to be thinned more.  Drizzle the sour cream sauce over the peppers, garnish with green onions and salsa (if desired), and serve.",2024-08-22,http://myfridgefood.com/Media/Recipe/0fe4629a9b943187eb7e2836bae949b2.jpg
4cbab13a-bd47-4967-bc57-5044939132be,https://myfridgefood.com/recipes/entree-seafood/sweet-garlic-shrimp/,20.0,205.0,4.0,20.0,1.8,26.5,,"directions     Combine the sauce ingredients, divide into two separate bowls and set aside (actually 1 ziplock bag...and 1 bowl)   Marinate the shrimp in one half of the sauce for 15-30 minutes. Discard marinade   Over medium high heat, pan sear the shrimp until browned, about 1 minute per side   Top with the other half of the sauce and serve!",2024-08-22,http://myfridgefood.com/media/7127/emptyplate-001.jpg
4cd9c32a-8969-4494-9355-aeee71709565,https://myfridgefood.com/recipes/entree-pork/apple-chops/,90.0,517.0,6.0,37.0,21.0,45.0,,"directions                          1 Preheat oven to 350 degrees. 2 Brown pork chops in a small amount of olive oil. Remove from heat. 3 Mix cinnamon, apples, and brown sugar. 4 In a 13 x 9 x 2 baking dish, layer pork chops then top with apple mixture. Slice butter and place on top of pork chops. 5 Repeat until all pork chops are used. 6 Cover with foil and bake for 1 hour. 7 Remove foil and bake for an additional 15",2024-08-22,http://myfridgefood.com/media/7127/emptyplate-001.jpg
4ce6f214-4440-4936-96b3-202a05694fd2,https://myfridgefood.com/recipes/entree-beef/cabbage-and-beef-casserole/,80.0,317.0,8.0,12.5,15.3,32.5,,"directions     Preheat oven to 350. Lightly grease/spray a deep 13 x 9 baking dish.   Place shredded cabbage in bottom of baking dish; set aside.   Brown and crumble ground beef (or turkey) with the onion and red bell pepper; drain and return to the skillet.   To the drained beef mixture, add the diced tomatoes (undrained), salt, pepper, and sugar. Stir together well and spread this mixture over the cabbage in the baking dish.   In a small bowl, stir together the tomato sauce and sour cream, blending well. Spread this mixture over the beef mixture in the baking dish.   Cover and bake for 1 hour.   Uncover, evenly sprinkle with the 1 cup of shredded swiss cheese and bake (uncovered) for an additional 15-20 minutes.     from  GRecipes - more here!",2024-08-22,http://myfridgefood.com/media/7658/cabbagebeefcasserole.jpg
4d455a5d-9e9c-4cea-a236-bbad0994e377,https://myfridgefood.com/recipes/entree-chicken/chicken-teriaki-easy/,60.0,453.0,6.0,12.0,19.0,56.0,,"directions                          1.In a medium bowl, mix together the soy sauce and mayonnaise. Add the chicken, and turn to coat. Cover, and marinate for 30 minutes.  2.Preheat a grill for medium heat. When the grill is hot, lightly brush the grate with oil.  3.Place the chicken onto the grill with a thick coating of the marinade. Discard remaining marinade. Cook for about 10 minutes per side, or until chicken is firm and juices run clear",2024-08-22,http://myfridgefood.com/Media/Recipe/1284166526chxter.jpg
4d8411d4-1afc-4006-9942-926c22f41c3e,https://myfridgefood.com/recipes/soups/taco-soup/,30.0,324.0,8.0,28.0,8.0,35.0,,"directions                          Brown and drain hamburger and onion. Boil water, add seasoning package,un-drained tomatoes, green beans, corn and beans. Bring to a boil. Add beef mixture. Boil for 2 mins. Add Pasta and boil according to package directions. Remove from heat and serve with chips, cheese and sour cream. If using the crock pot, prepare as above except for noodles, cook on low for 6-8 hrs, add noodles 30 mins before serving.",2024-08-22,http://myfridgefood.com/media/7127/emptyplate-001.jpg
4d956209-8722-45b5-badd-1dca54cdd79a,https://myfridgefood.com/recipes/entree-seafood/butterless-shrimp-scampi/,15.0,248.0,4.0,6.0,7.0,33.0,,"directions   1. In a large nonstick skillet, heat the oil. Saute the shrimp until just pink, about 2-3 minutes. Add the garlic and cook stirring constantly, about 30 seconds. With a slotted spoon transfer the shrimp to a platter and keep them warm. 2. In the skillet, combine the broth, wine, lemon juice, 1/4 cup of the parsley, the salt and pepper; and bring it to a boil. Boil uncovered, until the sauce is reduced by half. 3. Spoon the sauce over the shrimp. Serve garnished with the lemon wedges and sprinkled with the remaining tablespoon of parsley.",2024-08-22,http://myfridgefood.com/Media/Recipe/Shrimp-Scampi-small.jpg
4d982473-241e-4693-a203-83a92b54f35d,https://myfridgefood.com/recipes/appetizer/homemade-mozz-sticks/,20.0,179.0,10.0,20.0,6.0,11.0,,"directions                          Use egg roll wrappers and string cheese. Baked not fried :) Bake at 350 for 15-20min.",2024-08-22,http://myfridgefood.com/Media/Recipe/13479146850001pb.jpg
4db0356d-b300-4ff9-b28b-59c71ee35c43,https://myfridgefood.com/recipes/breakfast/crab-benedict/,20.0,408.0,4.0,14.0,32.0,17.0,,"directions                          1.Steam the crab legs: Preheat oven to 375. Place the king crab legs in a loose-fitting foil pouch. Before sealing tightly, add a small amount of water. Place in the oven for 10-12 minutes. Using a fork or a crab-leg-meat-getter-outer, remove the meat from the crab legs and place in a small bowl. Gently break up any overly-large pieces with your hands. 2.Toast the English muffins: Use a fork to work your way around, splitting the muffins in half horizontally. (A fork leaves a much nicer, textured landscape than a knife. If that means nothing to you, by all means, go at it with a knife.) Place under the broiler for 1 minute, or until toasty. 3.Make the Hollandaise sauce: In a heatproof bowl set over a pan of simmering water, whisk egg yolks with water, whisking vigorously, until mixture thickens, about 5 minutes. Remove from heat, and stir in lemon juice. Whisk in 1-2 pieces of butter at a time until melted. Season with salt. Serve sauce immediately, or keep warm over the doubler boiler, whisking occasionally and adding 1-2 tsp hot water if the sauce thickens too much. 4.Poach the eggs: Bring a medium pot of salted water to a simmer. Crack the eggs into a small bowl. Using a large spoon, swirl the water in the pot and then gently tip the eggs into the center of the whirlpool. Use a slotted spoon to remove the eggs after about 3 1/2 minutes.  5.Assemble: Build from the bottom up: English muffin, King Crab, poached egg, Hollandaise sauce.",2024-08-22,http://myfridgefood.com/Media/Recipe/13283426700001pb.jpg
4db91b21-cf3d-40f6-a815-fd03f82e7edb,https://myfridgefood.com/recipes/salads-and-sides/garlic-bread-in-a-pinch/,10.0,120.0,4.0,10.0,6.0,5.0,,"directions                          Tear the hot dog buns in half at the seam (longways) Spread butter and sprinkle with Garlic Salt Top with cheese (sliced or shredded)  Bake in the oven at 350 for 5 - 10 minutes, or until crispy Sprinkle with a little Parm if you like.",2024-08-22,http://myfridgefood.com/Media/Recipe/garlicbread.JPG
4dd030e2-5786-4d57-84ad-4fb2730c0d82,https://myfridgefood.com/recipes/snacks/mall-pretzels/,25.0,281.0,10.0,45.0,8.0,7.0,,"directions                          1-Combine the water, sugar, yeast, and butter in the bowl of a stand mixer and mix with the dough hook until combined. Let sit for 5 minutes.   2-Add the salt and flour and mix on low speed until combined. Increase the speed to medium and continue kneading until the dough is smooth and begins to pull away from the side of the bowl, about 3 to 4 minutes. If the dough appears too wet, add additional flour, 1 tablespoon at a time.   3 -Remove the dough from the bowl, place on a flat surface and knead into a ball with your hands.   4- Oil a bowl with vegetable oil, add the dough and turn to coat with the oil.  5- Cover with a clean towel or plastic wrap and place in a warm spot until the dough doubles in size, about 1 hour.  6- Preheat the oven to 425 degrees F.  7- Bring the water to a boil in a small roasting pan over high heat and add the baking soda.  8- Remove the dough from the bowl and place on a flat surface.   9- Divide the dough into 8 equal pieces, about 4 1/4 to 4 1/2 ounces each.   10-Roll each piece into a long rope and shape into the lengths or shapes that you want (sticks are easy and tasty).    11- Boil the pretzels in the water solution in batches. Boil for about 30 seconds. Remove with a large slotted spoon.   12- Place pretzels on a baking sheet that has been sprayed with cooking spray. Make sure they are not touching.   13- Brush the tops with the egg wash and season liberally with the salt.   14- Place into the oven and bake for 15 to 18 minutes until golden brown.  15- Add additional toppings immediately after they come out of the oven.  More at LeeCooks.com",2024-08-22,http://myfridgefood.com/Media/Recipe/13311607170001pb.jpg
4dea072a-75ed-40e3-a3b2-bfb273be4756,https://myfridgefood.com/recipes/entree-seafood/parmesan-swordfish/,20.0,205.0,8.0,6.0,8.0,27.0,,"directions                          Preheat a grill to medium-high. In a bowl, combine 1/2 cup plain greek yogurt, 1/4 cup grated parmesan cheese, 1 tablespoon dijon mustard, the juice of half a lemon and 1 finely chopped garlic clove. Add 1 1/2 pounds skinless swordfish, cut into 16 cubes; toss to coat. In a bowl, combine 1/4 cup toasted panko, the grated peel of 1 lemon, 2 tablespoons grated parmesan cheese and 1 tablespoon extra-virgin olive oil. Cut 2 zucchini crosswise into thirds and quarter each third lengthwise; brush with olive oil. Cut 2 large lemons into 24 half-moons. Thread 2 swordfish pieces with the zucchini spears and lemon slices crosswise onto two 12-inch skewers. Repeat to make 8 kebabs. Cover and grill on a well-oiled grate, turning once, until tender, 8 to 10 minutes. Top the swordfish with the seasoned breadcrumbs.",2024-08-22,http://myfridgefood.com/Media/Recipe/1340576720saussand-001.jpg
4e0d6dc8-72a8-4f09-8c5d-b6f7b3a13264,https://myfridgefood.com/recipes/entree-chicken/turkey-pot-pie/,8.0,481.0,60.0,45.0,27.0,14.0,,"directions                          Preheat oven to 425 degrees F (220 degrees C). Roll out bottom pie crust and place in the 10 inch pie pan and set aside.  2. Place 2 tablespoons of the butter in a large skillet. Add the onion, celery, carrots, parsley, oregano, salt and pepper. Cook and stir until the vegetables are soft. Stir in the bouillon and water. Bring mixture to a boil. Stir in the potatoes, and cook until tender but still firm.  3. In a medium saucepan, melt the remaining 2 tablespoons butter. Stir in the turkey and flour. Add the milk, and heat through. Stir the turkey mixture into the vegetable mixture, and cook until thickened. Pour mixture into the unbaked pie shell. Roll out the top crust, and place on top of filling. Flute edges, and make 4 slits in the top crust to let out steam.  4. Bake in the preheated oven for 15 minutes. Reduce oven temperature to 350 degrees F (175 degrees C) and continue baking for 20 minutes, or until crust is golden brown.",2024-08-22,http://myfridgefood.com/Media/Recipe/13222526840001pb.jpg
4e12074a-d709-4c96-b18f-b270db2f6b0e,https://myfridgefood.com/recipes/sea-your-food-contest/scampi-pasta/,20.0,376.0,4.0,32.8,11.6,35.7,,"directions     In a large pot of boiling salted water, cook pasta according to package instructions; drain well.   Melt butter in a large skillet over medium high heat. Add shrimp, garlic and red pepper flakes. Cook, stirring occasionally, until pink, about 2-3 minutes. Stir in Chicken Stock and lemon juice; season with salt and pepper, to taste. Bring to a simmer; remove from heat and stir in pasta, lemon zest and parsley.   Serve immediately, garnished with Parmesan, if desired.     from  HungryForever - more here!",2024-08-22,http://myfridgefood.com/media/7075/scampipasta.jpg
4e221910-7f78-4024-9802-1cd58945c01e,https://myfridgefood.com/recipes/breakfast/fluffy-scrambled-eggs/,5.0,224.0,4.0,4.0,17.0,14.0,,"directions                          In a bowl, whisk the eggs and milk until combined. In a skillet, heat butter until hot. Add egg mixture; cook and stir over medium-low heat until eggs are completely set. Season with salt and pepper.",2024-08-22,http://myfridgefood.com/Media/Recipe/1271188721flufeggs.jpg
4e430328-a541-4e1b-96f3-a271b1fb6f92,https://myfridgefood.com/recipes/dessert/frito-chocolate-chip-cookies/,20.0,163.0,12.0,20.0,9.0,2.0,,"directions                          Preheat the oven to 350 and line a cookie sheet with parchment or a mat In a medium bowl, beat together the butter and sugar until light and fluffy, about 1 minute. Add the egg yolk and beat until combined. Sprinkle the flour and baking powder on top and mix briefly just to combine. Stir in the chocolate chips and Fritos evenly. Scoop 12 dough balls (make firm balls for the best cookie shape), and space evenly on a cookie sheet. Bake for 10-12 minutes, until the edges of the cookies begin to brown.",2024-08-22,http://myfridgefood.com/Media/Recipe/Frito-Chocolate-Chip-Cookies-1.jpg
4e4ab0b4-eea2-4299-acae-d74d1a4a671c,https://myfridgefood.com/recipes/snacks/bbq-tostadas-chicken/,20.0,7.2,4.0,64.3,33.6,32.0,,"directions       Preheat your oven to 350°F. Lay out the tostada shells (or baked tortillas) on two rimmed baking sheets.       Combine the chicken and 1 cup of the barbecue sauce in a small bowl, and stir to coat.       Divide the chicken between the tostada shells and top with the cheese (about ¼ cup on each).       Bake for 6 to 8 minutes, just until the cheese is melted.       Remove from the oven and drizzle with the remaining ½ cup barbecue sauce. Sprinkle with green onions, if desired.",2024-08-22,http://myfridgefood.com/media/8897/chxtostadasm.jpg
4e4c6227-4d52-43aa-bbb0-a7ad3d2bbeca,https://myfridgefood.com/recipes/breakfast/basic-breakfast-biscuits/,20.0,455.0,4.0,52.0,25.0,8.0,,"directions                          Preheat oven to 400°F. Sift the flour, baking powder and salt together into a large bowl. Add the butter and work into the flour quickly with your hands to form a coarse mealy texture. Stir in just enough milk to bring all the ingredients together in a shaggy mass. You may have to add more or less milk than called for. Remove the dough to a floured work surface and knead briefly just to smooth out the dough. Do not overknead or your biscuits will end up tough. Roll out to a thickness of about 3/4 inch. Cut into rounds with a floured glass or a biscuit cutter. Place the rounds on an ungreased baking sheet and brush with milk or melted butter. Place in the oven and bake until browned on top, about 12 to 15 minutes. Serve immediately. much more at http://www.whats4eats.com/breads/baking-powder-biscuits-recipe",2024-08-22,http://myfridgefood.com/Media/Recipe/biscuits.JPG
4e517951-8ff9-49bd-83f7-7a0363bd3f98,https://myfridgefood.com/recipes/salads-and-sides/easy-brown-rice/,80.0,289.0,8.0,54.0,5.0,7.0,,"directions                          1 Preheat oven to 350Â°F.  2 SautÃ© brown rice with 2 eggs, stirring constantly over medium heat until mixture is dry.  3 Add water and oil and pour into deep larger baking dish.  4 Bake at 350Â°F for one hour.(you may need to bake longer, make sure all water is absorbed!).  5 DO NOT STIR!  Just LOOK at the rice after 30 minutes and cover with foil at that time.",2024-08-22,http://myfridgefood.com/Media/Recipe/12983237830001pb.jpg
4e5ac6ab-8c40-4dc0-8344-914c746a4679,https://myfridgefood.com/recipes/dessert/apple-donuts/,25.0,101.0,24.0,14.0,5.0,1.0,,"directions                          Preheat your oven to 350F. Whisk the flour, baking powder, sugars salt and and nutmeg in a bowl. Add the cold chopped butter. Rub the pieces of butter with the flour mixture until the mixture resembles coarse crumbs. In a separate bowl, beat the egg. Mix in the milk and fold in the chopped apples. Add the egg mixture to the flour mixture. Stir using a spatula or spoon making sure not to overmix. Place a spoonful of batter into each mold of a buttered mini muffin pan.  Bake for 15-18 minutes or until the donuts are just golden. Remove from the oven, unmold and lightly brush each donut with the melted butter. Dunk in a bowl with the sugar and cinnamon mixed in. Shake off excess sugar and serve immediately. Enjoy!  More at ourchocolateshavings.blogspot.com",2024-08-22,http://myfridgefood.com/Media/Recipe/13330339840002.jpg
4e690edd-248e-4218-a087-c132a6980123,https://myfridgefood.com/recipes/dessert/peanut-butter-balls/,40.0,298.0,20.0,27.0,19.0,8.0,,"directions                          1. In a large bowl, mix all ingredients by hand, with the exception of the chocolate chips.  2. roll into bitesize balls Note: if mix is too runny or soft, add more rice Krispies, if its too crumbly, add more peanut butter.  3. Melt chocolate over double boiler or in saucepan over low heat.  4. dip balls in chocolate, roll them around and take them out and place them on wax paper until the chocolate coating hardens.  5. Store in an airtight container in the fridge or in the freezer.  Prep time includes time to roll each ball of mixture. If making a smaller batch, it will take much less time.",2024-08-22,http://myfridgefood.com/media/7127/emptyplate-001.jpg
4e990387-c1b5-497f-b5cf-babc0ace5707,https://myfridgefood.com/recipes/sandwiches-burgers/avocado-and-veggie-sandwich/,15.0,268.0,2.0,16.0,21.0,7.0,,"directions                          Mash avocado with a little feta cheese, spread it on wheat bread, and top with slices of tomato and cucumber... easy enough :)",2024-08-22,http://myfridgefood.com/Media/Recipe/0001-005.jpg
4eb0f7a6-8116-454c-b68a-6da914b306ba,https://myfridgefood.com/recipes/appetizer/double-pigs-in-a-blanket/,20.0,204.0,10.0,23.0,9.0,9.0,,"directions                          Preheat oven to 350 degrees F Cut each triangle of crescent rolls dough into "bite size" pieces.  I just cut them into thirds. Cut each Hot Dog into bite size pieces, then slice a small strip into the hot dogs to hold the cheese.  Stuff the cheese in, wrap bacon around, then wrap the crescent dough around that. Bake for about 12-15 minutes until golden brown.",2024-08-22,http://myfridgefood.com/Media/Recipe/87050e884d39dfb1bd1e508ce129fbe2.jpg
4eb21328-cf63-4ee7-afd2-f33814f1b04d,https://myfridgefood.com/recipes/dessert/nutella-mousse/,20.0,598.0,2.0,62.0,40.0,5.0,,"directions                          Place chopped Oreos and butter into the body of a food processor. Pulse on low until you have very fine crumbs. Whip Heavy Cream and Sugar Together In a chilled bowl, add whipping cream. Using a hand electric mixer, beat the cream on medium until it starts to thicken. Add sugar, 1 tablespoon at a time, until sweet enough for your tastes. Keep whipping until a stiff peak forms in the cream, about 5 to 6 minutes. Take half of the whipped cream and place into another bowl. Whisk Nutella to the remaining half of whipped cream- Add the Nutella to the second half of the whipped cream and whisk in until fully combined. Layer jars Make sure your jars are dry. Then, starting with the Oreo crumbs, layer the mousse and whipped cream. one layer of crumbs, one layer of Nutella mousse and one layer of whipped cream. For the top layer, just added a little dollop of whipped cream.",2024-08-22,http://myfridgefood.com/Media/Recipe/13549076050000.jpeg
4ebfca46-87ac-4e7c-b692-1130de7c9456,https://myfridgefood.com/recipes/entree-chicken/amazing-amazing-chicken/,40.0,396.0,4.0,14.9,13.9,50.6,,"directions     Preheat oven to 425 degrees.   In a small bowl, whisk together mustard, syrup, and vinegar.   Place chicken breasts into 9x13 lined baking dish. Season with salt & lots of pepper.   Pour mustard mixture over chicken. Make sure each breast is coated. Put some more pepper on, if you please.   Bake for 30-40 minutes, or until meat thermometer reads 165 degrees.   Season with fresh rosemary.     submitted by  RachelShultz.com - more details here!",2024-08-22,http://myfridgefood.com/media/7253/bestmustardchickencollage.jpg
4ec7082b-4d4a-492e-860c-aac12f2e694f,https://myfridgefood.com/recipes/appetizer/more-deviled-eggs/,45.0,70.0,12.0,1.0,6.0,3.0,,"directions                          Place eggs in a medium saucepan and cover with cold water. Bring water to a boil and immediately remove from heat. Cover and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, cool and peel.  2. Cut eggs in half. Remove yolks and place in a medium bowl. Mash together with celery, onion, mayonnaise, salt and hot pepper sauce.  3. Stuff the egg white halves with the egg yolk mixture. Sprinkle eggs with paprika. Chill covered in the refrigerator until serving.",2024-08-22,http://myfridgefood.com/Media/Recipe/13227787050001pb.jpg
4ec725bd-943c-41d3-9341-7bdb06739c0f,https://myfridgefood.com/recipes/sandwiches-burgers/tortilla-wrap-sandwich/,5.0,225.0,4.0,23.0,8.0,15.0,,"directions                          1 Combine chicken, salsa and cheese.  2 Place lettuce on tortilla.  3 Spread one-fourth of chicken mixture in center of lettuce.  4 Roll up tortilla, enclosing filling",2024-08-22,http://myfridgefood.com/Media/Recipe/1278442798tortwrap.jpg
